Time,AirFuel_Correction_No2,Vehicle_Speed,Intake_Air_Temperature,Throttle_Opening_Angle,Front_O2_Sensor_No2,Air_Flow_Sensor_Voltage
22.932,-60.156,33,212,3.922,5.68,3.14
22.989,-60.156,33,212,3.922,5.68,3.14
23.047,-60.156,33,212,3.922,5.68,3.14
23.106,-60.156,33,212,3.922,5.68,3.14
23.164,-60.156,33,212,3.922,5.68,3.14
23.222,-60.156,33,212,3.922,5.68,3.14
23.28,-60.156,33,212,3.922,5.68,3.14
23.338,-60.156,33,212,3.922,5.68,3.14
23.397,-60.156,33,212,3.922,5.68,3.14
23.455,-60.156,33,212,3.922,5.68,3.14
23.513,-60.156,33,212,3.922,5.68,3.14
23.572,-60.156,33,212,3.922,5.68,3.14
23.63,-60.156,33,212,3.922,5.68,3.14
23.688,-60.156,33,212,3.922,5.68,3.14
23.746,-60.156,33,212,3.922,5.68,3.14
23.804,-60.156,33,212,3.922,5.68,3.14
23.862,-60.156,33,212,3.922,5.68,3.14
23.92,-60.156,33,212,3.922,5.68,3.14
23.978,-60.156,33,212,3.922,5.68,3.14
24.037,-60.156,33,212,3.922,5.68,3.14
24.094,-60.156,33,212,3.922,5.68,3.14
24.152,-60.156,33,212,3.922,5.68,3.14
24.21,-60.156,33,212,3.922,5.68,3.14
24.269,-60.156,33,212,3.922,5.68,3.14
24.326,-60.156,33,212,3.922,5.68,3.14
24.385,-60.156,33,212,3.922,5.68,3.14
24.442,-60.156,33,212,3.922,5.68,3.14
24.501,-60.156,33,212,3.922,5.68,3.14
24.559,-60.156,33,212,3.922,5.68,3.14
24.618,-60.156,33,212,3.922,5.68,3.14
24.676,-60.156,33,212,3.922,5.68,3.14
24.734,-60.156,33,212,3.922,5.68,3.14
24.792,-60.156,33,212,3.922,5.68,3.14
24.85,-60.156,33,212,3.922,5.68,3.14
24.908,-60.156,33,212,3.922,5.68,3.14
24.966,-60.156,33,212,3.922,5.68,3.14
25.023,-60.156,33,212,3.922,5.68,3.14
25.082,-60.156,33,212,3.922,5.68,3.14
25.14,-60.156,33,212,3.922,5.68,3.14
25.198,-60.156,33,212,3.922,5.68,3.14
25.256,-60.156,33,212,3.922,5.68,3.14
25.314,-60.156,33,212,3.922,5.68,3.14
25.372,-60.156,33,212,3.922,5.68,3.14
25.431,-60.156,33,212,3.922,5.68,3.14
25.489,-60.156,33,212,3.922,5.68,3.14
25.547,-60.156,33,212,3.922,5.68,3.14
25.605,-60.156,33,212,3.922,5.68,3.14
25.663,-60.156,33,212,3.922,5.68,3.14
25.721,-60.156,33,212,3.922,5.68,3.14
25.779,-60.156,33,212,3.922,5.68,3.14
25.836,-60.156,33,212,3.922,5.68,3.14
25.895,-60.156,33,212,3.922,5.68,3.14
25.953,-60.156,33,212,3.922,5.68,3.14
26.01,-60.156,33,212,3.922,5.68,3.14
26.068,-60.156,33,212,3.922,5.68,3.14
26.126,-60.156,33,212,3.922,5.68,3.14
26.185,-60.156,33,212,3.922,5.68,3.14
26.243,-60.156,33,212,3.922,5.68,3.14
26.302,-60.156,33,212,3.922,5.68,3.14
26.36,-60.156,33,212,3.922,5.68,3.14
26.418,-60.156,33,212,3.922,5.68,3.14
26.477,-60.156,33,212,3.922,5.68,3.14
26.535,-60.156,33,212,3.922,5.68,3.14
26.593,-60.156,33,212,3.922,5.68,3.14
26.651,-60.156,33,212,3.922,5.68,3.14
26.709,-60.156,33,212,3.922,5.68,3.14
26.768,-60.156,33,212,3.922,5.68,3.14
26.825,-60.156,33,212,3.922,5.68,3.14
26.884,-60.156,33,212,3.922,5.68,3.14
26.942,-60.156,33,212,3.922,5.68,3.14
27.001,-60.156,33,212,3.922,5.68,3.14
27.059,-60.156,33,212,3.922,5.68,3.14
27.117,-60.156,33,212,3.922,5.68,3.14
27.175,-60.156,33,212,3.922,5.68,3.14
27.234,-60.156,33,212,3.922,5.68,3.14
27.292,-60.156,33,212,3.922,5.68,3.14
27.351,-60.156,33,212,3.922,5.68,3.14
27.409,-60.156,33,212,3.922,5.68,3.14
27.467,-60.156,33,212,3.922,5.68,3.14
27.525,-60.156,33,212,3.922,5.68,3.14
27.583,-60.156,33,212,3.922,5.68,3.14
27.641,-60.156,33,212,3.922,5.68,3.14
27.7,-60.156,33,212,3.922,5.68,3.14
27.757,-60.156,33,212,3.922,5.68,3.14
27.816,-60.156,33,212,3.922,5.68,3.14
27.874,-60.156,33,212,3.922,5.68,3.14
27.932,-60.156,33,212,3.922,5.68,3.14
27.99,-60.156,33,212,3.922,5.68,3.14
28.048,-60.156,33,212,3.922,5.68,3.14
28.106,-60.156,33,212,3.922,5.68,3.14
28.163,-60.156,33,212,3.922,5.68,3.14
28.221,-60.156,33,212,3.922,5.68,3.14
28.28,-60.156,33,212,3.922,5.68,3.14
28.338,-60.156,33,212,3.922,5.68,3.14
28.396,-60.156,33,212,3.922,5.68,3.14
28.454,-60.156,33,212,3.922,5.68,3.14
28.512,-60.156,33,212,3.922,5.68,3.14
28.57,-60.156,33,212,3.922,5.68,3.14
28.629,-60.156,33,212,3.922,5.68,3.14
28.687,-60.156,33,212,3.922,5.68,3.14
28.745,-60.156,33,212,3.922,5.68,3.14
28.804,-60.156,33,212,3.922,5.68,3.14
28.862,-60.156,33,212,3.922,5.68,3.14
28.92,-60.156,33,212,3.922,5.68,3.14
28.978,-60.156,33,212,3.922,5.68,3.14
29.036,-60.156,33,212,3.922,5.68,3.14
29.094,-60.156,33,212,3.922,5.68,3.14
29.153,-60.156,33,212,3.922,5.68,3.14
29.21,-60.156,33,212,3.922,5.68,3.14
29.269,-60.156,33,212,3.922,5.68,3.14
29.327,-60.156,33,212,3.922,5.68,3.14
29.385,-60.156,33,212,3.922,5.68,3.14
29.443,-60.156,33,212,3.922,5.68,3.14
29.501,-60.156,33,212,3.922,5.68,3.14
29.559,-60.156,33,212,3.922,5.68,3.14
29.617,-60.156,33,212,3.922,5.68,3.14
29.675,-60.156,33,212,3.922,5.68,3.14
29.733,-60.156,33,212,3.922,5.68,3.14
29.791,-60.156,33,212,3.922,5.68,3.14
29.85,-60.156,33,212,3.922,5.68,3.14
29.907,-60.156,33,212,3.922,5.68,3.14
29.966,-60.156,33,212,3.922,5.68,3.14
30.024,-60.156,33,212,3.922,5.68,3.14
30.082,-60.156,33,212,3.922,5.68,3.14
30.14,-60.156,33,212,3.922,5.68,3.14
30.198,-60.156,33,212,3.922,5.68,3.14
30.256,-60.156,33,212,3.922,5.68,3.14
30.314,-60.156,33,212,3.922,5.68,3.14
30.372,-60.156,33,212,3.922,5.68,3.14
30.43,-60.156,33,212,3.922,5.68,3.14
30.488,-60.156,33,212,3.922,5.68,3.14
30.546,-60.156,33,212,3.922,5.68,3.14
30.605,-60.156,33,212,3.922,5.68,3.14
30.662,-60.156,33,212,3.922,5.68,3.14
30.721,-60.156,33,212,3.922,5.68,3.14
30.779,-60.156,33,212,3.922,5.68,3.14
30.837,-60.156,33,212,3.922,5.68,3.14
30.895,-60.156,33,212,3.922,5.68,3.14
30.953,-60.156,33,212,3.922,5.68,3.14
31.011,-60.156,33,212,3.922,5.68,3.14
31.069,-60.156,33,212,3.922,5.68,3.14
31.128,-60.156,33,212,3.922,5.68,3.14
31.185,-60.156,33,212,3.922,5.68,3.14
31.244,-60.156,33,212,3.922,5.68,3.14
31.302,-60.156,33,212,3.922,5.68,3.14
31.36,-60.156,33,212,3.922,5.68,3.14
31.418,-60.156,33,212,3.922,5.68,3.14
31.476,-60.156,33,212,3.922,5.68,3.14
31.534,-60.156,33,212,3.922,5.68,3.14
31.593,-60.156,33,212,3.922,5.68,3.14
31.65,-60.156,33,212,3.922,5.68,3.14
31.709,-60.156,33,212,3.922,5.68,3.14
31.767,-60.156,33,212,3.922,5.68,3.14
31.826,-60.156,33,212,3.922,5.68,3.14
31.883,-60.156,33,212,3.922,5.68,3.14
31.942,-60.156,33,212,3.922,5.68,3.14
32.0,-60.156,33,212,3.922,5.68,3.14
32.058,-60.156,33,212,3.922,5.68,3.14
